danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.308,0.66,6.0,-5.506,1.0,0.083,0.00958,0.00581,0.21,0.35,130.187,audio_features,5kBvOYFXzTzFV7BMJqcbF6,spotify:track:5kBvOYFXzTzFV7BMJqcbF6,https://api.spotify.com/v1/tracks/5kBvOYFXzTzFV7BMJqcbF6,https://api.spotify.com/v1/audio-analysis/5kBvOYFXzTzFV7BMJqcbF6,129480.0,4.0
0.494,0.633,11.0,-8.244,1.0,0.235,0.771,3.99e-06,0.115,0.22,81.506,audio_features,3lh13ihuAqNqMm98pHShBI,spotify:track:3lh13ihuAqNqMm98pHShBI,https://api.spotify.com/v1/tracks/3lh13ihuAqNqMm98pHShBI,https://api.spotify.com/v1/audio-analysis/3lh13ihuAqNqMm98pHShBI,242650.0,4.0
0.907,0.601,2.0,-6.306,1.0,0.0559,0.101,0.00329,0.0157,0.57,124.978,audio_features,75Ax1ZuwYF9XWxVWI9Lqhj,spotify:track:75Ax1ZuwYF9XWxVWI9Lqhj,https://api.spotify.com/v1/tracks/75Ax1ZuwYF9XWxVWI9Lqhj,https://api.spotify.com/v1/audio-analysis/75Ax1ZuwYF9XWxVWI9Lqhj,163936.0,4.0
0.296,0.996,5.0,-5.841,1.0,0.266,0.554,0.545,0.316,0.153,143.889,audio_features,7AUYgCq6M44zb2HXSMkoEY,spotify:track:7AUYgCq6M44zb2HXSMkoEY,https://api.spotify.com/v1/tracks/7AUYgCq6M44zb2HXSMkoEY,https://api.spotify.com/v1/audio-analysis/7AUYgCq6M44zb2HXSMkoEY,146947.0,4.0
0.503,0.585,1.0,-9.618,1.0,0.0352,0.0161,0.0928,0.137,0.228,84.026,audio_features,4KK5gvFhaQzNurW9dp4Smi,spotify:track:4KK5gvFhaQzNurW9dp4Smi,https://api.spotify.com/v1/tracks/4KK5gvFhaQzNurW9dp4Smi,https://api.spotify.com/v1/audio-analysis/4KK5gvFhaQzNurW9dp4Smi,282381.0,4.0
0.817,0.575,4.0,-4.967,0.0,0.315,0.0395,1.25e-05,0.102,0.376,83.984,audio_features,0xVXFQKJYMzQlQ7BmX0PwI,spotify:track:0xVXFQKJYMzQlQ7BmX0PwI,https://api.spotify.com/v1/tracks/0xVXFQKJYMzQlQ7BmX0PwI,https://api.spotify.com/v1/audio-analysis/0xVXFQKJYMzQlQ7BmX0PwI,199560.0,4.0
0.707,0.803,11.0,-5.232,1.0,0.225,0.334,0.0017,0.831,0.489,74.024,audio_features,4FDRsIIuBxPK0P3nfHtxp2,spotify:track:4FDRsIIuBxPK0P3nfHtxp2,https://api.spotify.com/v1/tracks/4FDRsIIuBxPK0P3nfHtxp2,https://api.spotify.com/v1/audio-analysis/4FDRsIIuBxPK0P3nfHtxp2,90897.0,4.0
0.734,0.815,8.0,-9.614,0.0,0.0467,0.484,0.411,0.183,0.2,100.009,audio_features,7m66qhYm3k2cKZ2IujGX27,spotify:track:7m66qhYm3k2cKZ2IujGX27,https://api.spotify.com/v1/tracks/7m66qhYm3k2cKZ2IujGX27,https://api.spotify.com/v1/audio-analysis/7m66qhYm3k2cKZ2IujGX27,127200.0,4.0
0.248,0.696,2.0,-7.697,1.0,0.0389,0.00382,0.766,0.129,0.387,153.083,audio_features,6mhdKfHDaEG8WEDYfC0HxU,spotify:track:6mhdKfHDaEG8WEDYfC0HxU,https://api.spotify.com/v1/tracks/6mhdKfHDaEG8WEDYfC0HxU,https://api.spotify.com/v1/audio-analysis/6mhdKfHDaEG8WEDYfC0HxU,227342.0,4.0
0.61,0.646,0.0,-8.443,1.0,0.0284,0.0759,0.0259,0.217,0.0989,112.003,audio_features,6kxyEwp3Z8R64gkvHqAmPB,spotify:track:6kxyEwp3Z8R64gkvHqAmPB,https://api.spotify.com/v1/tracks/6kxyEwp3Z8R64gkvHqAmPB,https://api.spotify.com/v1/audio-analysis/6kxyEwp3Z8R64gkvHqAmPB,376668.0,4.0
0.284,0.521,0.0,-19.79,1.0,0.0782,0.99,0.954,0.211,0.589,104.977,audio_features,7BFBcafNxz817vPvpUZza1,spotify:track:7BFBcafNxz817vPvpUZza1,https://api.spotify.com/v1/tracks/7BFBcafNxz817vPvpUZza1,https://api.spotify.com/v1/audio-analysis/7BFBcafNxz817vPvpUZza1,65434.0,4.0
0.563,0.641,9.0,-7.492,0.0,0.0268,0.003,0.794,0.493,0.365,80.011,audio_features,5VbvMvs7NNKij7xVNsC1V5,spotify:track:5VbvMvs7NNKij7xVNsC1V5,https://api.spotify.com/v1/tracks/5VbvMvs7NNKij7xVNsC1V5,https://api.spotify.com/v1/audio-analysis/5VbvMvs7NNKij7xVNsC1V5,264820.0,3.0
0.238,0.875,2.0,-4.715,1.0,0.0656,0.00245,0.157,0.146,0.299,120.363,audio_features,3vHTp0PSVjgnqocdLHCk19,spotify:track:3vHTp0PSVjgnqocdLHCk19,https://api.spotify.com/v1/tracks/3vHTp0PSVjgnqocdLHCk19,https://api.spotify.com/v1/audio-analysis/3vHTp0PSVjgnqocdLHCk19,239519.0,4.0
0.352,0.619,7.0,-7.995,0.0,0.0341,0.69,0.826,0.111,0.0787,126.022,audio_features,5LxdOkc6kmpxFk2bvJZqaI,spotify:track:5LxdOkc6kmpxFk2bvJZqaI,https://api.spotify.com/v1/tracks/5LxdOkc6kmpxFk2bvJZqaI,https://api.spotify.com/v1/audio-analysis/5LxdOkc6kmpxFk2bvJZqaI,162691.0,4.0
0.538,0.575,7.0,-7.967,1.0,0.0304,0.0141,0.88,0.297,0.525,131.97,audio_features,0Ofu5ebeAMysosONEClFYZ,spotify:track:0Ofu5ebeAMysosONEClFYZ,https://api.spotify.com/v1/tracks/0Ofu5ebeAMysosONEClFYZ,https://api.spotify.com/v1/audio-analysis/0Ofu5ebeAMysosONEClFYZ,236042.0,4.0
0.619,0.511,1.0,-11.381,1.0,0.0483,0.149,0.0794,0.104,0.523,89.03,audio_features,1LPDVjYGL9x5nhKaSYV6Bl,spotify:track:1LPDVjYGL9x5nhKaSYV6Bl,https://api.spotify.com/v1/tracks/1LPDVjYGL9x5nhKaSYV6Bl,https://api.spotify.com/v1/audio-analysis/1LPDVjYGL9x5nhKaSYV6Bl,118047.0,4.0
0.603,0.848,6.0,-5.964,0.0,0.0518,0.062,0.0538,0.138,0.422,146.172,audio_features,12n6lZRx1SWGJDY6Ol8z8o,spotify:track:12n6lZRx1SWGJDY6Ol8z8o,https://api.spotify.com/v1/tracks/12n6lZRx1SWGJDY6Ol8z8o,https://api.spotify.com/v1/audio-analysis/12n6lZRx1SWGJDY6Ol8z8o,235153.0,4.0
0.489,0.583,1.0,-9.864,1.0,0.0257,0.000717,0.0941,0.0856,0.167,87.056,audio_features,3lUTHQlniRIqXmxbRlxC0U,spotify:track:3lUTHQlniRIqXmxbRlxC0U,https://api.spotify.com/v1/tracks/3lUTHQlniRIqXmxbRlxC0U,https://api.spotify.com/v1/audio-analysis/3lUTHQlniRIqXmxbRlxC0U,264765.0,4.0
